model_code,feature_code,source_table,source_metric,history_window_size,raw_sample_count,exact_timestamp_match_count,backward_asof_match_count,interior_interpolation_count,leading_boundary_extension_count,trailing_boundary_extension_count,forward_fill_count,backward_fill_count,final_missing_count,max_raw_gap_seconds,median_source_age_seconds,p95_source_age_seconds,max_source_age_seconds,exact_match_ratio,asof_alignment_ratio,non_exact_alignment_ratio,fill_ratio
YD,line2_point2_2.5XD_value,em_obs_displacement,displacement_tilt_x_deg,16,15,0,13,2,1,0,0,0,0,193.0,14.0,191.25,192.0,0.0,0.8125,1.0,0.1875
YD,line2_point2_3.5XD_value,em_obs_displacement,displacement_tilt_x_deg,16,15,0,13,2,1,0,0,0,0,193.0,14.0,191.25,192.0,0.0,0.8125,1.0,0.1875
YD,line2_point2_4.5XD_value,em_obs_displacement,displacement_tilt_x_deg,16,15,0,13,2,1,0,0,0,0,193.0,14.0,191.25,192.0,0.0,0.8125,1.0,0.1875
YD,line2_point2_5.5XD_value,em_obs_displacement,displacement_tilt_x_deg,16,15,0,13,2,1,0,0,0,0,193.0,14.0,191.25,192.0,0.0,0.8125,1.0,0.1875
YD,point1_0.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_1.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_2.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_3.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_4.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_5.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_6.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point2_0.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_1.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_2.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_3.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_4.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_5.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_6.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point1_0.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_1.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_2.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_3.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_4.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_5.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point1_6.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,181.0,136.0,137.0,137.0,0.0,0.9375,1.0,0.0625
YD,point2_0.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_1.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_2.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_3.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_4.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_5.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point2_6.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,16,15,0,15,0,1,0,0,0,0,192.0,34.0,62.5,145.0,0.0,0.9375,1.0,0.0625
YD,point1_11.5water_value,em_obs_pressure_water_level,pressure_water_level_mm,16,16,6,10,0,0,0,0,0,0,181.0,1.0,1.25,2.0,0.375,0.625,0.625,0.0
YD,point5_11.5water_value,em_obs_pressure_water_level,pressure_water_level_mm,16,15,0,15,0,1,0,0,0,0,181.0,137.0,138.0,138.0,0.0,0.9375,1.0,0.0625
settlement,point1_0.8YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0
settlement,point1_1.8YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0
settlement,point1_2.8YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0
settlement,point1_3.8YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0
settlement,point2_0.6YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,172.0,173.0,173.0,0.0,1.0,1.0,0.0
settlement,point2_1.6YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,172.0,173.0,173.0,0.0,1.0,1.0,0.0
settlement,point2_2.6YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,172.0,173.0,173.0,0.0,1.0,1.0,0.0
settlement,point2_3.6YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,172.0,173.0,173.0,0.0,1.0,1.0,0.0
settlement,point3_0.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point3_1.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point3_2.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point3_3.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point3_4.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point3_5.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point4_0.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point4_1.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point4_2.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point4_3.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point4_4.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point4_5.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point5_0.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point5_1.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point5_2.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point5_3.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point5_4.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point5_5.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point6_0.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,point6_1.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,point6_2.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,point6_3.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,point6_4.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,point6_5.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,line2_point1_0.6YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,192.0,25.0,26.0,26.0,0.0,1.0,1.0,0.0
settlement,line2_point1_1.6YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,192.0,25.0,26.0,26.0,0.0,1.0,1.0,0.0
settlement,line2_point1_2.6YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,192.0,25.0,26.0,26.0,0.0,1.0,1.0,0.0
settlement,line2_point1_3.6YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,12,0,0,0,0,0,0,192.0,25.0,26.0,26.0,0.0,1.0,1.0,0.0
settlement,line2_point2_0.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,line2_point2_1.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,line2_point2_2.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,line2_point2_3.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,line2_point2_4.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,line2_point2_5.5YD_value,em_obs_displacement,displacement_tilt_y_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,point1_0.8XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0
settlement,point1_1.8XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0
settlement,point1_2.8XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0
settlement,point1_3.8XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0
settlement,point2_0.6XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,172.0,173.0,173.0,0.0,1.0,1.0,0.0
settlement,point2_1.6XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,172.0,173.0,173.0,0.0,1.0,1.0,0.0
settlement,point2_2.6XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,172.0,173.0,173.0,0.0,1.0,1.0,0.0
settlement,point2_3.6XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,172.0,173.0,173.0,0.0,1.0,1.0,0.0
settlement,point3_0.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point3_1.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point3_2.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point3_3.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point3_4.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point3_5.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,161.0,162.0,162.0,0.0,1.0,1.0,0.0
settlement,point4_0.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point4_1.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point4_2.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point4_3.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point4_4.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point4_5.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,150.0,151.0,151.0,0.0,1.0,1.0,0.0
settlement,point5_0.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point5_1.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point5_2.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point5_3.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point5_4.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point5_5.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,182.0,139.0,140.0,140.0,0.0,1.0,1.0,0.0
settlement,point6_0.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,point6_1.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,point6_2.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,point6_3.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,point6_4.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,point6_5.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,181.0,126.0,127.0,127.0,0.0,1.0,1.0,0.0
settlement,line2_point1_0.6XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,192.0,25.0,26.0,26.0,0.0,1.0,1.0,0.0
settlement,line2_point1_1.6XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,192.0,25.0,26.0,26.0,0.0,1.0,1.0,0.0
settlement,line2_point1_2.6XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,192.0,25.0,26.0,26.0,0.0,1.0,1.0,0.0
settlement,line2_point1_3.6XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,12,0,0,0,0,0,0,192.0,25.0,26.0,26.0,0.0,1.0,1.0,0.0
settlement,line2_point2_0.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,line2_point2_1.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,line2_point2_2.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,line2_point2_3.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,line2_point2_4.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,line2_point2_5.5XD_value,em_obs_displacement,displacement_tilt_x_deg,12,12,0,10,2,0,0,0,0,0,192.0,14.0,191.45,192.0,0.0,0.833333333333,1.0,0.166666666667
settlement,point1_0.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_1.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_2.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_3.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_4.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_5.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_6.12Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point2_0.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_1.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_2.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_3.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_4.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_5.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_6.2Strain_value,em_obs_earth_pressure,earth_pressure_strain_ue,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point1_0.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_1.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_2.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_3.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_4.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_5.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point1_6.12Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,181.0,136.0,137.0,137.0,0.0,1.0,1.0,0.0
settlement,point2_0.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_1.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_2.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_3.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_4.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_5.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,point2_6.2Pressure_value,em_obs_earth_pressure,earth_pressure_p,12,12,0,12,0,0,0,0,0,0,192.0,34.0,35.0,35.0,0.0,1.0,1.0,0.0
settlement,dtu1_point1_settlement_value,em_obs_static_level,static_level_value_mm,12,12,0,12,0,0,0,0,0,0,180.0,108.0,108.0,108.0,0.0,1.0,1.0,0.0
settlement,dtu1_point2_settlement_value,em_obs_static_level,static_level_value_mm,12,12,0,12,0,0,0,0,0,0,180.0,108.0,108.0,108.0,0.0,1.0,1.0,0.0
settlement,dtu1_point3_settlement_value,em_obs_static_level,static_level_value_mm,12,12,0,12,0,0,0,0,0,0,180.0,108.0,108.0,108.0,0.0,1.0,1.0,0.0
settlement,dtu1_point4_settlement_value,em_obs_static_level,static_level_value_mm,12,12,0,12,0,0,0,0,0,0,180.0,108.0,108.0,108.0,0.0,1.0,1.0,0.0
settlement,dtu1_point5_settlement_value,em_obs_static_level,static_level_value_mm,12,12,0,12,0,0,0,0,0,0,180.0,108.0,108.0,108.0,0.0,1.0,1.0,0.0
